Question,Option A,Option B,Option C,Option D,Correct Answer,Solution,Category,Subcategory
Which statement correctly describes blood pressure?,"organs used for breathing, where oxygen is taken in and carbon dioxide is expelled",the body's defence system against infections and diseases,the force exerted by circulating blood against the walls of blood vessels,the light-sensitive layer at the back of the eye that converts light into neural signals,C,"By definition, blood pressure is: the force exerted by circulating blood against the walls of blood vessels",Science,Human Body
"Fill in the blank: ______ refers to ""blood cells responsible for carrying oxygen from the lungs to the rest of the body"".",muscles,the immune system,red blood cells,carbohydrates,C,red blood cells refers to: blood cells responsible for carrying oxygen from the lungs to the rest of the body,Science,Human Body
Which element has atomic number 27?,Cobalt,Plutonium,Niobium,Fluorine,A,The element with atomic number 27 is Cobalt.,Science,Periodic Table
"Fill in the blank: ______ refers to ""an organ that filters toxins from the blood and aids in digestion"".",the skin,iron's role in the body,carbohydrates,the liver,D,the liver refers to: an organ that filters toxins from the blood and aids in digestion,Science,Human Body
"Fill in the blank: ______ refers to ""an instrument used to measure electric current"".",an ammeter,sublimation,Ohm's Law,pressure,A,an ammeter refers to: an instrument used to measure electric current,Science,Physics
"Which term matches this description: ""an instrument used to measure humidity in the air""?",a pulley,the law of conservation of energy,radioactivity,a hygrometer,D,The description matches a hygrometer: an instrument used to measure humidity in the air,Science,Physics
Which statement correctly describes a solute?,a substance formed when two or more elements chemically combine in fixed proportions,a chemical bond formed when two atoms share one or more pairs of electrons,the substance that gets dissolved in a solution,the formation of a solid from a solution during a chemical reaction,C,"By definition, a solute is: the substance that gets dissolved in a solution",Science,Chemistry
What is the common name for the chemical compound with formula NaCl?,Sodium chloride (table salt),Ethanol,Hydrogen peroxide,Sulfuric acid,A,NaCl is the chemical formula for Sodium chloride (table salt).,Science,Compounds
What is the eye's retina?,the light-sensitive layer at the back of the eye that converts light into neural signals,an organ that filters toxins from the blood and aids in digestion,the internal framework of bones that supports the body and protects internal organs,"the control centre of the nervous system, responsible for thought, memory, and coordinating body functions",A,the eye's retina is: the light-sensitive layer at the back of the eye that converts light into neural signals,Science,Human Body
What is a gene?,"an organism that breaks down dead organic matter, recycling nutrients back into the ecosystem",a unit of heredity made of DNA that determines specific traits passed from parents to offspring,"a close, long-term biological interaction between two different species",a community of living organisms interacting with each other and their physical environment,B,a gene is: a unit of heredity made of DNA that determines specific traits passed from parents to offspring,Science,Biology
What is the common name for the chemical compound with formula N2?,Carbon dioxide,Ozone,Calcium carbonate,Nitrogen gas,D,N2 is the chemical formula for Nitrogen gas.,Science,Compounds
"Which term matches this description: ""a mixture of two or more metals, or a metal and another element, combined to enhance properties""?",an ionic bond,an isotope,an element,an alloy,D,"The description matches an alloy: a mixture of two or more metals, or a metal and another element, combined to enhance properties",Science,Chemistry
"Fill in the blank: ______ refers to ""a chemical reaction involving the loss of electrons by a substance"".",a solvent,filtration,an endothermic reaction,oxidation,D,oxidation refers to: a chemical reaction involving the loss of electrons by a substance,Science,Chemistry
What is an element?,"a chemical reaction that releases energy, usually as heat",a reddish-brown compound formed when iron reacts with oxygen and moisture over time,a substance that accepts hydrogen ions and has a pH greater than 7,a pure substance made of only one type of atom,D,an element is: a pure substance made of only one type of atom,Science,Chemistry
Which element has atomic number 42?,Boron,Krypton,Molybdenum,Gallium,C,The element with atomic number 42 is Molybdenum.,Science,Periodic Table
